1, 10.03
2, 90.48
3, 96.08
4, 18.37
5, 17.88
6, 22.34
7, 2.28
8, 73.52
9, 52.98
10, 98.24
11, 11.7
12, 19.13
13, 47.68
14, 41.49
15, 23.44
16, 16.63
17, 58
18, 26.9
19, 65.16
20, 18.06
21, 41.9
22, 97.69
23, 64.36
24, 16.49
25, 61.9
26, 26.3
27, 25.95
28, 15.7
29, 31.85
30, 4.34
31, 7.41
32, 1.2
33, 63.79
34, 19.62
35, 29.17
36, 99.05
37, 13.52
38, 51.68
39, 90.04
40, 72.32
41, 51.13
42, 76
43, 96.05
44, 46.16
45, 84.58
46, 8.38
47, 89.27
48, 51.46
49, 79.74
50, 13.42
51, 31.55
52, 10.19
53, 24.44
54, 47.15
55, 32.38
56, 7.94
57, 15.71
58, 63.97
59, 32.97
60, 78.24
61, 62.36
62, 45.25
63, 80.31
64, 59.61
65, 8.08
66, 20.26
67, 24.87
68, 15.86
69, 18.02
70, 19.61
71, 81.87
72, 82.44
73, 12.61
74, 21.04
75, 21.92
76, 40
77, 68.41
78, 81.64
79, 49.75
80, 93.22
81, 24.98
82, 96.44
83, 45.71
84, 23.95
85, 47.22
86, 54.29
87, 69
88, 68.82
89, 90.97
90, 52.47
91, 52.59
92, 79.95
93, 72.18
94, 36.4
95, 54.95
96, 0.03
97, 83.11
98, 92
99, 66.31
100, 1.39
101, 53.99
102, 46.37
103, 60.57
104, 31.15
105, 54.47
106, 87.36
107, 98.51
108, 16.56
109, 61.03
110, 40.71
111, 27.04
112, 12.72
113, 90.94
114, 66.28
115, 80.21
116, 23.58
117, 99.45
118, 95.02
119, 73
120, 12.34
121, 8.56
122, 83.42
123, 19.61
124, 15.31
125, 98.17
126, 4.45
127, 5.63
128, 70.71
129, 15.38
130, 98.92
131, 43.17
132, 51.54
133, 32.57
134, 91.24
135, 13.26
136, 55.97
137, 29.1
138, 76.48
139, 41.57
140, 65.85
141, 18.99
142, 31.75
143, 30.65
144, 63.32
145, 16.42
146, 33.1
147, 86.49
148, 92.03
149, 31.12
150, 56.62
151, 47.51
152, 0.33
153, 58.65
154, 85.21
155, 3.06
156, 42.15
157, 27.32
158, 32.03
159, 49.4
160, 85.49
161, 83.68
162, 97.27
163, 13.29
164, 63.99
165, 42.63
166, 86.47
167, 42.09
168, 76.99
169, 19.78
170, 71.36
171, 90.4
172, 24.26
173, 70.37
174, 46.21
175, 2.12
176, 36.29
177, 9.49
178, 26.91
179, 84.14
180, 86.35
181, 97.67
182, 71.65
183, 21.41
184, 94.16
185, 28.34
186, 6.08
187, 12.47
188, 3.12
189, 62.72
190, 2.42
191, 90.66
192, 13.08
193, 80.73
194, 7.75
195, 13.38
196, 55.15
197, 6.17
198, 47.96
199, 64.27
200, 79.89
201, 89.79
202, 57.84
203, 7.78
204, 29.96
205, 10.3
206, 59.19
207, 8.71
208, 33.16
209, 2.87
210, 14.49
211, 27.02
212, 93.01
213, 15.34
214, 56.35
215, 0.22
216, 20.79
217, 1.73
218, 86.44
219, 19.28
220, 76.53
221, 85.27
222, 27.22
223, 21.16
224, 32.44
225, 68.54
226, 98.61
227, 59.05
228, 98.54
229, 6
230, 64.61
231, 12.05
232, 5.22
233, 88.66
234, 3.2
235, 90.76
236, 84.47
237, 77.73
238, 74.15
239, 94.35
240, 65.69
241, 43.2
242, 10.17
243, 64.79
244, 34.18
245, 78.14
246, 55.28
247, 59.85
248, 62.05
249, 49.14
250, 3.47
251, 63.09
252, 70.15
253, 8.96
254, 1.71
255, 92.36
256, 60.46
257, 33.74
258, 74.9
259, 61.75
260, 3.35
261, 74.99
262, 36.64
263, 21.96
264, 3.79
265, 90.54
266, 49.92
267, 4.54
268, 46.42
269, 89.38
270, 22.83
271, 45.68
272, 28.19
273, 1.77
274, 9.72
275, 98.34
276, 16.81
277, 40.86
278, 41.32
279, 35.91
280, 93.06
281, 20.88
282, 26.54
283, 34.7
284, 38.13
285, 25.56
286, 94.13
287, 53.76
288, 51.94
289, 76.89
290, 6.12
291, 11.77
292, 8.23
293, 34.5
294, 37.27
295, 56.35
296, 19.67
297, 11.2
298, 49.61
299, 37.83
300, 93.17
301, 67.42
302, 37.65
303, 64.38
304, 52.9
305, 36.09
306, 56.4
307, 7.43
308, 83.55
309, 8.39
310, 15.67
311, 79.05
312, 16.15
313, 25.83
314, 72.53
315, 3.79
316, 81.04
317, 87.62
318, 28.72
319, 31.53
320, 88.87
321, 23.2
322, 9.33
323, 78.34
324, 25.89
325, 11.34
326, 68
327, 54.17
328, 96.47
329, 91.02
330, 46.01
331, 13.61
332, 48.49
333, 67.12
334, 34.68
335, 11.8
336, 82.31
337, 56
338, 13.35
339, 67.65
340, 61.84
341, 29.44
342, 35.53
343, 27.24
344, 71.56
345, 52.87
346, 67.45
347, 63.55
348, 45.83
349, 80.82
350, 85.72
351, 49.91
352, 18.86
353, 11.78
354, 38.36
355, 71.13
356, 60.1
357, 10.06
358, 41.73
359, 52.45
360, 43.39
361, 84.34
362, 30.41
363, 50.66
364, 37.9
365, 76.88
366, 58.31
367, 92.03
368, 13.78
369, 12.95
370, 80.48
371, 33.5
372, 42.47
373, 47.45
374, 86.42
375, 61.23
376, 37.44
377, 4.81
378, 84.8
379, 86.07
380, 8.91
381, 23.96
382, 73.7
383, 37.46
384, 72.07
385, 6.39
386, 39.2
387, 61.73
388, 44.05
389, 96.02
390, 16.61
391, 20.24
392, 79.86
393, 14.76
394, 30.9
395, 18.99
396, 77.96
397, 90.55
398, 81.28
399, 68.83
400, 10.26
401, 55.32
402, 49.86
403, 10.64
404, 18.01
405, 94.34
406, 82.19
407, 66.05
408, 74.52
409, 26.04
410, 7.24
411, 66.95
412, 37.72
413, 58.25
414, 1.84
415, 20.81
416, 16.57
417, 84.72
418, 50.03
419, 89.91
420, 57.35
421, 67.7
422, 6.8
423, 69.3
424, 7.88
425, 30.5
426, 40.02
427, 12.12
428, 14.65
429, 35.07
430, 49.26
431, 21
432, 72.64
433, 73.14
434, 78.07
435, 55.96
436, 27.41
437, 7.48
438, 37.3
439, 97.13
440, 53.75
441, 13.28
442, 92.59
443, 25.31
444, 46.09
445, 96.4
446, 63.03
447, 30.94
448, 30.68
449, 76.76
450, 1.16
451, 1.99
452, 98.32
453, 29.03
454, 10.14
455, 15.71
456, 95.07
457, 21.42
458, 97.87
459, 57.81
460, 12.72
461, 98.23
462, 74.65
463, 14.7
464, 28.99
465, 25.66
466, 13.82
467, 49.86
468, 11.4
469, 85.02
470, 49.92
471, 69.6
472, 56.34
473, 4.86
474, 7.83
475, 31.46
476, 4.99
477, 45.85
478, 23.12
479, 69.19
480, 75.29
481, 26.43
482, 59.71
483, 12.45
484, 39.35
485, 89.37
486, 25.11
487, 1.3
488, 8.52
489, 46.64
490, 53.64
491, 96.61
492, 10.95
493, 90.16
494, 59.77
495, 3.45
496, 45.32
497, 41.46
498, 53.35
499, 23.94
500, 74.05
501, 2.88
502, 46.54
503, 41.3
504, 46.05
505, 25.33
506, 39.75
507, 89.98
508, 21.05
509, 2.53
510, 86.97
511, 68.93
512, 21.52
513, 46.93
514, 68
515, 97.69
516, 54.61
517, 18.86
518, 78.51
519, 99.93
520, 64.02
521, 34.54
522, 4.04
523, 31.01
524, 94.54
525, 9.52
526, 45.98
527, 55.8
528, 53.22
529, 73.73
530, 2.02
531, 60.99
532, 48.89
533, 14.75
534, 81.94
535, 2.07
536, 79.91
537, 34.61
538, 39.62
539, 18.21
540, 30.36
541, 67.79
542, 49.4
543, 6.23
544, 78.4
545, 76.11
546, 49.79
547, 74.58
548, 36.97
549, 65.44
550, 25.46
551, 45.1
552, 76.82
553, 10.5
554, 82.61
555, 87.02
556, 50.47
557, 15.74
558, 75.28
559, 27.68
560, 11.5
561, 89.6
562, 85.03
563, 95.03
564, 71.2
565, 18.14
566, 11.58
567, 12.15
568, 14.49
569, 23.5
570, 78.58
571, 95.44
572, 15.39
573, 76.11
574, 71.91
575, 16.87
576, 37.54
577, 38.04
578, 76.36
579, 66.57
580, 25.72
581, 10.14
582, 4.76
583, 40.74
584, 0.15
585, 13.79
586, 70.38
587, 58.78
588, 56.71
589, 90.67
590, 90.31
591, 17.73
592, 44.56
593, 53.14
594, 64.38
595, 83.56
596, 11.93
597, 60.65
598, 74.57
599, 63.77
600, 27.3
601, 7.45
602, 92.22
603, 69.11
604, 60.39
